activity_matched_words,name,activities,latest_income,region,district,website,dk_priority,cause_ids,causes
technolog,South Hampstead And Kilburn Community Partnership,"To provide a range of accredited courses, support services and drop-ins to local residents who live within a one mile radius of the Tenants Hall on the Alexandra and Ainsworth Housing Estate which is based in the London Borough of Camden. Our current classes include ESOL, computer skills, Job search and CV development as well as an accredited Music Technology course and IAG  for young people",205268.0,London,Camden,www.shakonline.co.uk,1,"[105, 113, 102]","['The prevention or relief of poverty', 'Economic/community development/employment', 'Education/training']"
startup,Young Solutions Worcestershire,"Young Solutions Worcestershire Is An Infrastructure Organisation Supporting Voluntary And Community Clubs And Organisations Working With Children And Young People. 
We Provide Start-Up And Development Support; Information Advice And Guidance; Advocacy And Representation; Partnership Building, And Policy And Research.
Formerly Known As Wcvys - Worcestershire Council For Voluntary Youth Services",145427.0,West Midlands,Wychavon,www.youngsolutions.org.uk,0,[102],['Education/training']
diagnost,The Virtual Doctors,"The Virtual Doctors run by the charity aims to provide doctor-supported diagnostic assistance to remote communities in Africa, using telemedicine.",146106.0,South East,Lewes,www.virtualdoctors.org,1,"[103, 106]","['The advancement of health or saving of lives', 'Overseas aid/famine relief']"
internet,Devon And Cornwall Refugee Support,"To provide
1 advice and support to asylum seekers and refugees in Devon and Cornwall
2 Signposting to solicitors to conduct AS appeals
3 Free food parcels to destitute ASRs
4 Free clothing
5  Internet suite
6 A social meeting place for ASRs
7 Arranging English and other courses
8 Talks to educate public in ASR issues
9 Activities to promote health and fitness among ASRs",164338.0,South West,Plymouth,www.dcrs-plymouth.org,1,"[115, 117]","['Human rights/religious or racial harmony/equality or diversity', 'Other charitable purposes']"
comput,The East Manchester Community Association,"We deliver community drop-ins in Manchester and Salford providing free support, learning and social activities for refugees, asylum seekers and other vulnerable migrants. Our provision includes information, advocacy, advice and support; English, employability and computer classes; creche; hot food; volunteering opportunities; destitution support and a programme of social and well-being activities.",270590.0,North West,Manchester,www.rainbowhaven.org.uk,1,"[105, 102]","['The prevention or relief of poverty', 'Education/training']"
technolog,Witness Confident,"1.	working across the community to give people the confidence and the voice to speak out against violent crime; 
2.	providing legal advice & assistance to people who witness violent or serious crime; 
3.	piloting ways that new technology & contextual initiatives can engage the and so curb crime; and 
4.	influencing debates, informing policy and campaigning for action.",403499.0,London,Camden,www.witnessconfident.org,1,"[113, 115, 117]","['Economic/community development/employment', 'Human rights/religious or racial harmony/equality or diversity', 'Other charitable purposes']"
technolog,Open Road West Norfolk Trust,"Open Road West Norfolk advances the education of young people, particularly but not exclusively in danger of exclusion from school with a view to improving their career prospects and helping them grow to maturity as individuals and members of society. We deliver structured training programs based on automotive technology that lead to Industry recognised qualifications.",156473.0,East of England,King's Lynn and West Norfolk,www.openroadtraining.co.uk,0,[102],['Education/training']
measur,The Global Warming Policy Foundation,"The Global Warming Policy Foundation is an educational charity. Its main purpose is to advance the public understanding of global warming and of its possible consequences, and also of the measures taken or proposed to be taken in response to such warming.",298114.0,London,Westminster,www.thegwpf.org,0,[102],['Education/training']
databas,Arab Scientific Community Organisation,"Promoting collaboration amongst Arab scientists and encouraging the formation of scientific societies; establishing informative databases on Arab R&D; dissemination of scientific culture in society; carrying out studies on 'the Arab scientific community';Promoting involve scientists, researchers and their institutions in practical projects aim to solve environmental problems and relief of poverty.",234342.0,,,http://www.arsco.org,1,"[112, 113, 102, 105, 117]","['Environment/conservation/heritage', 'Economic/community development/employment', 'Education/training', 'The prevention or relief of poverty', 'Other charitable purposes']"
social enterpris,The Green Room Charitable Trust,"Grant make and invest in UK registered charities: Human rights, Global poverty, Social enterprises. Environment & sustainability (investment only) and Ethical investments. Charities with sustainable model and enterprise approach. Volunteering should be harnessed wherever possible. Collaboration with charities in same sector. Empowerment of women key. Tackle problems from all angles",824967.0,London,Wandsworth,,1,"[115, 113, 105]","['Human rights/religious or racial harmony/equality or diversity', 'Economic/community development/employment', 'The prevention or relief of poverty']"
technolog,Camara Learning Limited,"1. To source and refurbish computers in the UK prior to packing and shipping them to Camara technology Hubs, and in some case directly to schools, in Africa.
2. To identify and train UK volunteers to travel to Africa to assist in the training of African teachers in the area of technology-enhanced learning
3. To develop educational resources for use on the computers",199563.0,London,Kensington and Chelsea,http://camara.org,1,"[102, 106, 113]","['Education/training', 'Overseas aid/famine relief', 'Economic/community development/employment']"
