grant_matched_words,Identifier,Title,Description,Amount Awarded,Award Date,Planned Dates:Start Date,Recipient Org:Name,Recipient Org:Charity Number,Funding Org:Identifier,Funding Org:Name
technolog,360G-blf-0030002295,Relate Liverpool,Relate educates the public on the institute of marriage. The group will use an award to train four counsellors for a pilot counselling service for young people in secondary schools in Liverpool. The grant will also provide technology and materials to manage and promote the service.,7500.0,2007-04-23,2007-05-14,Relate Cheshire and Merseyside,1064180,360G-blf,The Big Lottery Fund
technolog,360G-blf-0030077476,Information Technology Centre,The project is to open a new Information Technology Centre. The money is for computers.,5000.0,2007-04-23,2007-05-01,Rhayader and District Community Support Ltd,1113768,360G-blf,The Big Lottery Fund
hardwar,360G-blf-0030041381,Specialised Teaching & Communication Support,"This North London based group provides specialist teaching to severely disabled children who are unable to speak. They will use a grant to purchase additional teaching equipment, materials and furniture to increase the amount of effective support they provide. Specialist computer software, hardware and assessment materials will develop creativity and expression, which coupled with the special needs specific furniture, will increase the quality of life of the children using the facilities.",7817.0,2006-09-22,2006-10-10,Communicative and Supportive Teaching/Learning Environment,1072108,360G-blf,The Big Lottery Fund
platform,360G-blf-0030132417,The Ferry Landing Pond,"This project will involve the creation of a wildlife pond in an area of woodland close to Windermere, including a pond area and adjoining bog garden, a dipping platform, interpretational signage and seating with spectacular views over Windermere. They will be working with numerous organisations, providing volunteers and involving the local community in activities once it is complete.",9420.0,2007-05-07,2007-06-12,Freshwater Biological Association,214440,360G-blf,The Big Lottery Fund
technolog,360G-blf-0030041207,Community Printing,"This group aims to further the education and training of disabled people so that they can better integrate within society. Their project is to set up a technology and printing training facility for people with disabilities. This will assist them in learning modern techniques, and ultimately to gain employment.",10000.0,2006-09-25,2006-10-09,The Yatton House Society,511721,360G-blf,The Big Lottery Fund
map,360G-blf-0030131952,"Assessment of organisations across Kenya, Uganda and Tanzania","A project to conduct a capacity assessment of organisations across Kenya, Uganda and Tanzania in order to determine potential project partners to undertake work with deafblind people. A mapping exercise of households with deafblind persons in the identified project partner's locality will be undertaken, in addition to a review of the effectiveness of local support services.",9977.0,2006-12-14,2007-01-08,Sense International,1076497,360G-blf,The Big Lottery Fund
databas,360G-blf-0030007057,Canterbury Arts Online Forum,"This group will improve its website, making it easier to use and providing a new service of an interactive database of arts companies and groups. An online arts forum for local groups and an interactive local arts events listing will also be launched.",4500.0,2007-03-28,2007-04-10,Canterbury Arts Council,273591,360G-blf,The Big Lottery Fund
platform,360G-blf-0030042082,Funders Fair,This voluntary organisation will use funding to put on a 'funders' fair' to promote diversity and provide information on funding opportunities to over 150 voluntary and community organisations in the Borough of Brent. Volunteers will man the registration desk and there will be an opportunity for them to network with various organisations and possibly gain a voluntary placement. A series of workshops will follow to provide a platform for organisations to ask questions regarding their project proposals.,9950.0,2006-11-10,2006-11-28,Brent Association For Voluntary Action,1078610,360G-blf,The Big Lottery Fund
data,360G-blf-0030135932,The needs of pregnant women and children exposed to malaria,"A project in Ixcan, Guatemala, to conduct the baseline research for a project devised to address the needs of pregnant women and children exposed to malaria among the rural indigenous communities. This will involve designing a baseline and, in collaboration with the Ministry of Health field team and the Community Malaria Volunteers' Network, collect qualitative and quantitative data of pregnant women and children with malaria.",10000.0,2007-04-02,2007-04-26,Lepra,213251,360G-blf,The Big Lottery Fund
data,360G-blf-0030136083,Setting up a Research Team & Equipment ASLSA & Partners in Sierra Leone,"A project based in Sierra Leone, Africa, which will identify how the local communities deal with the limitations of the current environmental sanitation and its social and economical effects. The research will focus on collecting data on child and infant mortality rates and how the level of sanitation has participated in such mortalities. The project will establish the communities current and future sanitation needs and put in place future projects to ensure these needs are meet.",9500.0,2007-05-25,2007-06-22,Association of Sierra Leonean Scouts Abroad,1106691,360G-blf,The Big Lottery Fund
hardwar,360G-blf-0030009648,Gauge Museum Extension,"A project to refurbish the workshop area of this museum in Somerset which will then be used to display a restored Victorian sleeping carriage. The grant will contribute towards building materials, insulation and cladding, timber and hardware items.",6705.0,2007-04-11,2007-04-24,West Somerset Railway Association,1041901,360G-blf,The Big Lottery Fund
